X,Y,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,Latitude,Longitude
993898.329957156,214924.499414773,229,0.0425252900116,9.47058230931E-05,Sutton Place/Turtle Bay North,229,Manhattan,33.61571,-81.10204
988633.708585661,216109.041063989,230,0.0310283096779,5.60914463266E-05,Times Sq/Theatre District,230,Manhattan,37.239072,-89.269752
982389.517117208,201116.796517251,231,0.0634201165587,0.000166929752992,TriBeCa/Civic Center,231,Manhattan,40.716964,-74.09214
989154.879219018,199911.447906181,232,0.0614709085331,0.000216049973456,Two Bridges/Seward Park,232,Manhattan,39.11251,-100.35875
992214.287741258,212221.562057808,233,0.048035918294,0.000116188094682,UN/Turtle Bay South,233,Manhattan,37.329217,-86.364699
986888.777072097,208992.915596234,234,0.0360721994984,7.31054382894E-05,Union Sq,234,Manhattan,39.897833,-84.306334
1007773.35998115,250243.056061104,235,0.0761668426519,0.000212844547337,University Heights/Morris Heights,235,Bronx,40.862351,-73.899962
996166.327458372,223633.864977358,236,0.0442519223099,0.000102864345211,Upper East Side North,236,Manhattan,33.61571,-81.10204
993753.310703917,219279.162681909,237,0.0422126003388,9.59873206621E-05,Upper East Side South,237,Manhattan,37.329217,-86.364699
991777.637057238,227739.890844753,238,0.0601093114033,0.000184763693765,Upper West Side North,238,Manhattan,33.61571,-81.10204
990266.785345425,224949.075601383,239,0.0636261152958,0.000204715440774,Upper West Side South,239,Manhattan,37.329217,-86.364699
1017684.38334773,265281.352692952,240,0.146069764379,0.000722130920707,Van Cortlandt Park,240,Bronx,39.11251,-100.35875
1012886.59311452,258436.323758429,241,0.0687645777649,0.00025467697592,Van Cortlandt Village,241,Bronx,33.236156,-93.234494
1028548.8420096,248848.895761295,242,0.138136446433,0.000360072450014,Van Nest/Morris Park,242,Bronx,40.839037,-73.874366
1002832.19487315,252121.430241036,243,0.0943314999364,0.000438377341503,Washington Heights North,243,Manhattan,33.61571,-81.10204
1000390.41060372,245761.392286641,244,0.0805686044599,0.000359702747951,Washington Heights South,244,Manhattan,37.329217,-86.364699
955612.085493942,168264.897867661,245,0.0959830596604,0.000466175414294,West Brighton,245,Staten Island,39.942984,-104.786597
982999.734449133,213409.888397898,246,0.0694671937437,0.000281298327076,West Chelsea/Hudson Yards,246,Manhattan,37.292339,-81.310101
1004989.37505923,241390.223166291,247,0.0929678582271,0.000205617157843,West Concourse,247,Bronx,31.759903,-97.102936
1019944.06218063,243398.997321421,248,0.0569191167671,0.000149592769799,West Farms/Bronx River,248,Bronx,34.94648,-93.40546
983558.01455099,206915.396729191,249,0.03638434365,7.22155957729E-05,West Village,249,Manhattan,40.04226,-87.63863
1025903.7117146,242611.877633605,250,0.0796263465454,0.000240975845956,Westchester Village/Unionport,250,Bronx,40.360979,-80.839519
950037.59118471,165039.445076175,251,0.1377111611,0.000625754983157,Westerleigh,251,Staten Island,40.621215,-74.131809
1035369.73995978,226551.81183571,252,0.158004373564,0.00102526406057,Whitestone,252,Queens,34.888237,-81.96902
1028166.42751195,216236.404727147,253,0.0360514998192,7.83395761191E-05,Willets Point,253,Queens,39.525958,-123.36573
1023441.08372809,261091.6499426,254,0.0858863754861,0.000360040216032,Williamsbridge/Olinville,254,Bronx,40.877322,-73.866246
996132.623796161,201170.111115798,255,0.0623841997664,0.000172309184842,Williamsburg ,255,Brooklyn,28.414451,-81.442849
995586.732452661,198307.282684309,256,0.0679149669603,0.000168611097013,Williamsburg ,256,Brooklyn,28.414451,-81.442849
990565.488906533,177424.805394321,257,0.0586690259793,0.00013890947321,Windsor Terrace,257,Brooklyn,39.310384,-76.711916
1024007.11154124,190740.616459352,258,0.0890133787693,0.000366209617143,Woodhaven,258,Queens,42.13893,-83.241595
1023962.10625985,266878.034018409,259,0.126750305191,0.000394552487366,Woodlawn/Wakefield,259,Bronx,42.307797,-96.930286
1010929.71515543,211369.883417116,260,0.133514154636,0.000422345326907,Woodside,260,Queens,37.429939,-122.253856
980668.187167691,197575.689861303,261,0.0271204563616,3.43423231652E-05,World Trade Center,261,Manhattan,36.375484,-81.75824
999253.108567751,222193.818758095,262,0.0490636231541,0.000122330270966,Yorkville East,262,Manhattan,43.11285,-75.271
997763.158271616,222907.634703524,263,0.0370166252994,6.57697664169E-05,Yorkville West,263,Manhattan,31.759903,-97.102936
